"","variable","expected_gain","EVPI_do","EVPI_dont"
"portion_rice_farming_input_cost_for_pest_disease_management","portion_rice_farming_input_cost_for_pest_disease_management",343.847673407782,0,343.847673407782
"portion_vegetable_farming_input_cost_for_pest_disease_management","portion_vegetable_farming_input_cost_for_pest_disease_management",343.315509718511,0,343.315509718511
"chance_production_risk","chance_production_risk",335.464518370645,0,335.464518370645
"prob_damage_production_risk_rice","prob_damage_production_risk_rice",339.844124673003,0,339.844124673003
"prob_damage_production_risk_vegetables","prob_damage_production_risk_vegetables",338.106256129369,0.148066804041112,338.25432293341
"chance_market_risk_rice","chance_market_risk_rice",333.77133812737,0,333.77133812737
"chance_market_risk_vegetables","chance_market_risk_vegetables",344.995860322944,0,344.995860322944
"prob_damage_market_risk_rice","prob_damage_market_risk_rice",340.338247925421,0,340.338247925421
"prob_damage_market_risk_vegetables","prob_damage_market_risk_vegetables",345.121631619811,0,345.121631619811
"chance_financial_risk_rice","chance_financial_risk_rice",342.760269909215,0,342.760269909215
"chance_financial_risk_vegetables","chance_financial_risk_vegetables",342.167859538276,0,342.167859538276
"prob_damage_financial_risk_rice","prob_damage_financial_risk_rice",342.158314527331,0,342.158314527331
"prob_damage_financial_risk_vegetables","prob_damage_financial_risk_vegetables",330.984469406278,3.32411017036544e-05,330.984502647379
"chance_institutional_risk","chance_institutional_risk",336.34555323991,0,336.34555323991
"prob_damage_institutional_risk_rice","prob_damage_institutional_risk_rice",343.079268592516,0,343.079268592516
"prob_damage_institutional_risk_vegetables","prob_damage_institutional_risk_vegetables",340.472923996813,0,340.472923996813
"prob_of_compost","prob_of_compost",343.264649882176,0,343.264649882176
"prob_of_processing_vegetables","prob_of_processing_vegetables",342.449035804969,0,342.449035804969
"prob_of_agrotourism","prob_of_agrotourism",342.483578820104,0,342.483578820104
"rice_biomass_increase_from_production_risk","rice_biomass_increase_from_production_risk",344.627913018853,0,344.627913018853
"vegetable_biomass_increase_from_production_risk","vegetable_biomass_increase_from_production_risk",335.465175413998,0,335.465175413998
"portion_compost_result_from_biomass_waste","portion_compost_result_from_biomass_waste",343.995973438891,0,343.995973438891
"chance_rice_price_loss_market_risk","chance_rice_price_loss_market_risk",342.598498168092,0,342.598498168092
"chance_vegetable_price_loss_market_risk","chance_vegetable_price_loss_market_risk",342.561153644445,0,342.561153644445
"compost_income_loss_market_risk","compost_income_loss_market_risk",343.799668328609,0,343.799668328609
"vegetable_processed_income_loss_market_risk","vegetable_processed_income_loss_market_risk",342.543431154707,0,342.543431154707
"portion_compost_loss_revenue","portion_compost_loss_revenue",343.694394653642,0,343.694394653642
"chance_market_risk_compost","chance_market_risk_compost",342.833195009289,0,342.833195009289
"chance_market_risk_vegetable_processed","chance_market_risk_vegetable_processed",342.369299222957,0,342.369299222957
"chance_consume_own_vegetables","chance_consume_own_vegetables",345.200396678783,0,345.200396678783
"rice_cultural_value_proxy_quality_and_satisfaction","rice_cultural_value_proxy_quality_and_satisfaction",346.062096187384,0,346.062096187384
"rice_cultural_value_proxy_local_identity","rice_cultural_value_proxy_local_identity",341.635073810487,0,341.635073810487
"rice_cultural_value_proxy_local_cultural_practice_tudang_sipulung","rice_cultural_value_proxy_local_cultural_practice_tudang_sipulung",341.671414914614,0,341.671414914614
"rice_cultural_value_proxy_local_cultural_practice_gotong_royong","rice_cultural_value_proxy_local_cultural_practice_gotong_royong",341.688137414999,0,341.688137414999
